test_id,iphone_device_id,test_date,client_ip_address,download_kbps,upload_kbps,latency,server_name,server_country,server_country_code,server_latitude,server_longitude,server_sponsor_name,client_country,client_country_code,client_region_name,client_region_code,client_city,client_latitude,client_longitude,miles_between,pre_connection_type,post_connection_type,isp_name,is_isp,network_operator_name,iso_country_code,mcc,mnc,model,version,location_type,gmaps_formatted_address,gmaps_name,gmaps_type,gmaps_country,gmaps_country_code,gmaps_region,gmaps_subregion,gmaps_subsubregion,gmaps_postal_code,client_ipv6_address
2766396635,146439362,"2018-08-01 00:03:16","37.127.xxx.xxx",20020,9933,44,"Dammam","Saudi Arabia","SA",26.2833,50.2000,"Mobily","Saudi Arabia","SA","Eastern Province","04","Dammam",26.434,50.103,12.0482,12,12,"Mobily","1","Mobily","SA","420","3","iPhone 7","11.4.1",2,"Dammam Saudi Arabia","Dammam","locality","Saudi Arabia","SA","Eastern Province","","","32242",""
2766396637,91864478,"2018-08-01 00:03:16","37.42.xxx.xxx",17147,4629,29,"Riyadh","Saudi Arabia","SA",24.7136,46.6753,"STC Solutions","Saudi Arabia","SA","Riyadh Province","01","Riyadh",24.574,46.846,14.4529,12,12,"Mobily","1","Mobily","SA","420","3","iPhone 6S","11.4.1",1,"Riyadh Saudi Arabia","Riyadh","locality","Saudi Arabia","SA","Riyadh Province","","","14317",""
2766396639,147283649,"2018-08-01 00:03:16","178.133.xxx.xxx",13497,19416,46,"Berezhany","Ukraine","UA",49.4500,24.9333,"ISP MegaCom","Ukraine","UA","Ivano-Frankivs'ka oblast","26","Ivano-Frankivsk",48.922,24.715,37.815,12,12,"PrJSC VF UKRAINE","1","Carrier","UA","255","1","iPhone 7","11.4.1",1,"Ivano-Frankivsk, Ivano-Frankivs'ka oblast, Ukraine","Ivano-Frankivsk","locality","Ukraine","UA","Ivano-Frankivs'ka oblast","Ivano-Frankivs'ka city council","","76000",""
2766396645,104650311,"2018-08-01 00:03:17","27.59.xxx.xxx",5421,1267,30,"Hosur","India","IN",12.7409,77.8253,"AirFiber Networks Pvt Ltd","India","IN","Karnataka","KA","Attibele",12.776,77.741,6.16362,12,12,"BHARTI Airtel","1","AirTel","IN","404","45","iPhone 6","11.4.1",1,"Itchangur, Karnataka 562107, India","Itchangur","locality","India","IN","Karnataka","Bangalore Urban","","562107",""
2766396647,87564553,"2018-08-01 00:03:17","110.54.xxx.xxx",12162,3828,24,"Tarlac","Philippines","PH",15.5000,120.5000,"Globe Telecom","Philippines","PH","Central Luzon","03","San Fernando",15.096,120.624,29.132,12,12,"Globe Telecom","1","Globe","PH","515","2","iPhone 6S","11.4.1",1,"San Fernando, Pampanga, Philippines","San Fernando","locality","Philippines","PH","Central Luzon","Pampanga","","",""
2766396659,136446027,"2018-08-01 00:03:18","106.78.xxx.xxx",1800,667,46,"Chandigarh","India","IN",30.7333,76.7794,"Hardwork Cable and Internet services pvt ltd.","India","IN","Punjab","PB","Patiala",30.362,76.448,32.3192,1,0,"Idea Cellular","1","Carrier","IN","404","14","iPhone5","10.3.3",1,"Patiala, Punjab 147001, India","Patiala","locality","India","IN","Punjab","Patiala","","147002",""
2766396665,119757107,"2018-08-01 00:03:18","114.124.xxx.xxx",7084,1328,67,"Jakarta","Indonesia","ID",-6.1745,106.8227,"PT. Telekomunikasi Indonesia","Indonesia","ID","Special Capital Region of Jakarta","JK","Jakarta Pusat",-6.148,106.829,1.83605,5,5,"Telkomsel","1","Telkomsel","ID","510","10","iPhone4S","9.3.5",1,"Central Jakarta, Central Jakarta City, Special Capital Region of Jakarta, Indonesia","Central Jakarta","locality","Indonesia","ID","Special Capital Region of Jakarta","Central Jakarta City","","10740",""
2766396671,137954738,"2018-08-01 00:03:19","49.230.xxx.xxx",6199,5854,48,"Khon Kaen","Thailand","TH",16.4322,102.8236,"AIS","Thailand","TH","Nakhon Phanom","48","Nathom",17.785,104.090,125.623,12,12,"AIS Mobile","1","AIS","TH","520","3","iPhone 6 Plus","11.4",1,"Don Toei, Na Thom District, Nakhon Phanom, Thailand","Don Toei","locality","Thailand","TH","Nakhon Phanom","Na Thom District","","48140","2001:44c8:4300:255x:xxxx:xxxx:xxxx:xxxx"
2766396679,124118106,"2018-08-01 00:03:20","106.213.xxx.xxx",12085,2994,147,"Ahmedabad","India","IN",23.0300,72.5800,"SPiDiGO Broadband & Internet Services","India","IN","Gujarat","GJ","Mahesana",23.591,72.352,41.4107,12,12,"BHARTI Airtel","1","AirTel","IN","404","98","iPhone 6S Plus","11.4",1,"Dediyasan Part, Gujarat, India","Dediyasan Part","locality","India","IN","Gujarat","Mehsana","","384002",""
2766396680,128466797,"2018-08-01 00:03:20","139.59.xxx.xxx",1461,7116,92,"Pathum Thani","Thailand","TH",14.0500,100.4833,"CPE-RMUTT","Thailand","TH","Nakhon Ratchasima","30","Pak Thong Chai",14.732,102.004,112.328,12,12,"Digital Ocean","0","TRUE-H","TH","520","0","iPhone 6S Plus","11.2.2",1,"Ta Khu, Pak Thong Chai District, Nakhon Ratchasima, Thailand","Ta Khu","locality","Thailand","TH","Nakhon Ratchasima","Pak Thong Chai District","","30150",""
2766396681,128404875,"2018-08-01 00:03:20","178.133.xxx.xxx",58180,20718,35,"Odessa","Ukraine","UA",46.4667,30.7333,"Omnilance Ltd.","Ukraine","UA","Odessa Oblast","51","Odesa",46.487,30.734,1.4148,12,12,"PrJSC VF UKRAINE","1","Carrier","UA","255","1","iPhone10,4","11.4.1",1,"Odessa, Odessa Oblast, Ukraine","Odessa","locality","Ukraine","UA","Odessa Oblast","Odes'ka city council","","65000",""
2766396683,146844016,"2018-08-01 00:03:20","5.90.xxx.xxx",13954,1342,67,"Rome","Italy","IT",41.9000,12.5000,"Vodafone Italy","Italy","IT","Apulia","75","Matino",40.033,18.134,321.285,12,12,"Vodafone Italia","1","Vodafone IT","IT","222","10","iPhone5S","11.4",1,"Matino LE, Italy","Matino","locality","Italy","IT","Apulia","Province of Lecce","Matino","73046",""
2766396687,114001256,"2018-08-01 00:03:21","84.241.xxx.xxx",41217,32453,74,"Szekesfehervar","Hungary","HU",47.1956,18.4089,"Datatrans Internet Kft","Hungary","HU","Veszprém","VE","Balatonalmadi",47.044,17.999,21.9469,12,12,"T-mobile Netherlands bv.","1","T-Mobile NL","NL","204","16","iPhone 7","11.4.1",1,"Balatonalmádi, Hungary","Balatonalmádi","locality","Hungary","HU","Veszprém","Balatonalmádi","","8220",""
2766396688,136539120,"2018-08-01 00:03:21","77.245.xxx.xxx",12316,5224,22,"Amman","Jordan","JO",31.9500,35.9333,"Orange Jordan","Jordan","JO","Amman","AM","Amman",31.937,35.860,4.37878,12,12,"Linkdotnet-Jordan","1","Orange Jordan","JO","416","77","iPhone10,6","11.4.1",1,"Amman, Jordan","Amman","locality","Jordan","JO","Amman","","","",""
2766396691,147327550,"2018-08-01 00:03:21","197.99.xxx.xxx",12626,4805,21,"Johannesburg","South Africa","ZA",-26.2044,28.0456,"WIOCC","South Africa","ZA","Gauteng","GT","Johannesburg",-26.230,28.058,1.99527,1,0,"Internet Solutions","0","Carrier","ZA","655","7","iPad4","10.3.3",2,"Johannesburg South, South Africa","Johannesburg South","locality","South Africa","ZA","Gauteng","City of Johannesburg Metropolitan Municipality","City of Johannesburg Metropolitan Municipality","2190",""
2766396696,147286898,"2018-08-01 00:03:21","47.15.xxx.xxx",4531,1079,33,"Kolkata","India","IN",22.5667,88.3667,"Jio","India","IN","West Bengal","WB","Kolkata",22.584,88.463,6.29642,12,12,"Jio","1","Jio","IN","405","873","iPhone 6","11.4.1",1,"New Town, West Bengal, India","New Town","locality","India","IN","West Bengal","North 24 Parganas","","700156",""
2766396704,145600302,"2018-08-01 00:03:22","85.26.xxx.xxx",2602,839,43,"Samara","Russian Federation","RU",53.2333,50.1667,"KRAFT-S","Russia","RU","Samara Oblast","SAM","Samara",53.183,50.118,3.98787,12,12,"PJSC MegaFon","1","MegaFon","RU","250","2","iPhone 6","11.4.1",2,"Samara, Samara Oblast, Russia","Samara","locality","Russia","RU","Samara Oblast","gorod Samara","","443036",""
2766396706,147330259,"2018-08-01 00:03:22","92.184.xxx.xxx",66863,21396,31,"Lyon","France","FR",45.7669,4.8342,"LaFibre.info","France","FR","Auvergne-Rhone-Alpes","ARA","Moulins",46.578,3.329,91.3375,12,12,"Orange","1","Orange France","FR","208","1","iPhone10,4","11.4.1",1,"Moulins, France","Moulins","locality","France","FR","Auvergne","Allier","","03000",""
2766396709,146317744,"2018-08-01 00:03:22","37.160.xxx.xxx",2186,328,102,"Milan","Italy","IT",45.4640,9.1916,"Interoute VDC","Italy","IT","Lombardy","25","Milan",45.466,9.200,0.44828,5,5,"Free Mobile SAS","1","Carrier","IT","222","50","iPhone 7 Plus","11.4.1",2,"Milan, Italy","Milan","locality","Italy","IT","Lombardy","Metropolitan City of Milan","Milan","20122",""
2766396711,100503638,"2018-08-01 00:03:23","201.191.xxx.xxx",23239,3186,23,"San Jose","Costa Rica","CR",9.9247,-84.0781,"Costa Rica Servers","Costa Rica","CR","San Jose","SJ","San José",9.935,-84.069,0.968962,12,12,"Grupo ICE","1","Kolbi ICE","CR","712","1","iPhone 6","11.4.1",1,"San José, Costa Rica","San José","locality","Costa Rica","CR","San Jose","","","",""
2766396717,114278931,"2018-08-01 00:03:23","223.225.xxx.xxx",5620,746,23,"Noida","India","IN",28.5700,77.3200,"Anjani Broadband Solutions Pvt Ltd.","India","IN","Delhi","DL","Delhi",28.559,77.273,2.94055,12,12,"BHARTI Airtel","1","AirTel","IN","404","10","iPhone 6S","11.4.1",1,"New Delhi, Delhi 110001, India","New Delhi","locality","India","IN","Delhi","","","110025",""
2766396718,85160323,"2018-08-01 00:03:23","77.16.xxx.xxx",5349,7297,63,"Stavanger","Norway","NO",58.9700,5.7331,"Altibox AS","Norway","NO","Aust-Agder","09","Hovag",58.141,8.251,107.421,12,12,"Telenor Norge AS","1","Telenor","NO","242","1","iPhone 6S","11.4.1",1,"Lillesand, Norway","Lillesand","administrative_area_level_2","Norway","NO","Aust-Agder","Lillesand","","4770",""
2766396731,136981479,"2018-08-01 00:03:24","1.47.xxx.xxx",21214,29545,31,"Chatuchak","Thailand","TH",13.8362,100.5634,"UIH","Thailand","TH","Nonthaburi","12","Pak Kret",13.912,100.547,5.38364,12,12,"Total Access Communication PLC","1","dtac","TH","520","5","iPhone 6S Plus","11.4",1,"Pak Kret, Pak Kret District, Nonthaburi, Thailand","Pak Kret","locality","Thailand","TH","Nonthaburi","Pak Kret District","","11120",""
2766396732,88365424,"2018-08-01 00:03:24","77.136.xxx.xxx",5214,5991,100,"Pamplona","Spain","ES",42.8125,-1.6458,"Sisnet","France","FR","Nouvelle-Aquitaine","NAQ","Vertheuil",45.244,-0.887,172.361,12,12,"SFR","1","SFR","FR","208","10","iPhone SE","11.4.1",1,"Vertheuil, France","Vertheuil","locality","France","FR","Aquitaine","Gironde","","33180",""
2766396737,137078367,"2018-08-01 00:03:25","46.211.xxx.xxx",41996,33566,42,"Chernivtsi","Ukraine","UA",48.3000,25.9333,"DSS Group","Ukraine","UA","Chernivets'ka oblast","77","Chernivtsi",48.272,25.983,3.00132,12,12,"Kyivstar PJSC","1","KYIVSTAR","UA","255","3","iPhone10,2","11.4.1",1,"Chernivtsi, Chernivets'ka oblast, Ukraine","Chernivtsi","locality","Ukraine","UA","Chernivets'ka oblast","Chernivitsi","","58000",""
2766396742,147193668,"2018-08-01 00:03:25","95.153.xxx.xxx",1949,152,116,"Simferopol","Russian Federation","RU",44.9481,34.1042,"VOLNA","Ukraine","UA","Crimea","43","Sudak",44.837,34.977,43.4635,6,6,"MTS PJSC","1","Mobile TeleSystems","RU","250","1","iPhone5S","11.4.1",1,"Ukraine","Ukraine","country","Ukraine","UA","","","","",""
2766396745,140708158,"2018-08-01 00:03:25","77.136.xxx.xxx",39972,1329,46,"Val de Reuil","FR","FR",49.2726,1.2171,"Wibox","France","FR","Brittany","BRE","Quiberon",47.482,-3.120,234.556,12,12,"SFR","1","SFR","FR","208","10","iPhone 6","11.4.1",1,"Quiberon, France","Quiberon","locality","France","FR","Brittany","Morbihan","","56170",""
2766396752,144748873,"2018-08-01 00:03:26","27.57.xxx.xxx",46166,3222,88,"Raipur","India","IN",21.1797,81.7787,"Elxer Communications Private Limited","India","IN","Chhattisgarh","CT","Raipur",21.240,81.611,11.541,12,12,"BHARTI Airtel","1","AirTel","IN","404","45","iPhone 6S Plus","11.4.1",1,"Raipur, Chhattisgarh 492001, India","Raipur","locality","India","IN","Chhattisgarh","Raipur","","492001",""
2766396753,79191594,"2018-08-01 00:03:26","49.229.xxx.xxx",8924,16430,22,"Bangkok","Thailand","TH",13.7500,100.4833,"Internet Thailand PCL","Thailand","TH","Bangkok","10","Bangkok",13.799,100.511,3.93854,12,12,"AIS Mobile","1","AIS","TH","520","3","iPhone 6S","11.4.1",1,"Bangkok, Thailand","Bangkok","locality","Thailand","TH","","","","10700",""
2766396758,147231260,"2018-08-01 00:03:26","89.200.xxx.xxx",1189,29,106,"Lyon","France","FR",45.7669,4.8342,"Orange","France","FR","Nouvelle-Aquitaine","NAQ","Eymouthiers",45.640,0.563,206.45,6,6,"KPN Mobile","1","Telfort NL","NL","204","12","iPhone 7","11.4.1",1,"Eymouthiers, France","Eymouthiers","locality","France","FR","Poitou-Charentes","Charente","","16220",""
2766396760,136318358,"2018-08-01 00:03:26","178.133.xxx.xxx",31280,19005,17,"Kiev","Ukraine","UA",50.4500,30.5233,"Volia","Ukraine","UA","Kyivs'ka oblast","32","Boryspil",50.351,30.896,17.7811,12,12,"PrJSC VF UKRAINE","1","Carrier","UA","255","1","iPhone 6","11.4",1,"Boryspil's'kyi district, Kyivs'ka oblast, Ukraine","Boryspil's'kyi district","administrative_area_level_2","Ukraine","UA","Kyivs'ka oblast","Boryspil's'kyi district","","",""
2766396761,129069595,"2018-08-01 00:03:26","91.252.xxx.xxx",29653,19457,54,"Cologno Monzese","Italy","IT",45.5286,9.2782,"Prometeus di Daniela Agro","Italy","IT","Lombardy","25","Cambiago",45.579,9.444,8.81579,12,12,"Wind Tre","1","3 ITA","IT","222","99","iPhone 6","11.4.1",1,"Cambiago MI, Italy","Cambiago","locality","Italy","IT","Lombardy","Metropolitan City of Milan","Cambiago","20040",""
2766396770,139560552,"2018-08-01 00:03:27","1.132.xxx.xxx",145061,41975,21,"Brisbane","Australia","AU",-27.4728,153.0278,"'Yes' Optus","Australia","AU","Queensland","QLD","Southport",-27.967,153.413,41.5688,12,12,"Telstra Internet","1","Telstra","AU","505","1","iPhone 6S","11.2.1",1,"Southport QLD, Australia","Southport","locality","Australia","AU","Queensland","Gold Coast City","","4215",""
2766396772,137236669,"2018-08-01 00:03:27","37.160.xxx.xxx",6377,4846,106,"Rome","Italy","IT",41.9000,12.5000,"Telecom Italia S.p.A.","Italy","IT","Sicily","82","Erice",38.065,12.602,265.322,12,12,"Free Mobile SAS","1","Iliad","IT","222","50","iPhone10,6","11.4.1",1,"Italy","Italy","country","Italy","IT","","","","",""
2766396773,121658307,"2018-08-01 00:03:27","37.162.xxx.xxx",21510,704,101,"Udine","Italy","IT",46.0711,13.2346,"Telecom Italia S.p.A.","Italy","IT","Friuli-Venezia Giulia","36","Udine",46.080,13.232,0.667437,12,12,"Free Mobile SAS","1","Iliad","IT","222","50","iPhone 7","11.4.1",1,"Udine UD, Italy","Udine","locality","Italy","IT","Friuli-Venezia Giulia","Province of Udine","Udine","33100",""
2766396776,120143590,"2018-08-01 00:03:27","51.253.xxx.xxx",49221,32746,30,"Dammam","Saudi Arabia","SA",26.2833,50.2000,"Saudi Telecom Company (STC)","Saudi Arabia","SA","Eastern Province","04","Al `Udayliyah",25.151,49.317,95.652,12,12,"SaudiNet","1","STC","SA","420","1","iPhone 7","11.4",1,"Udhailiyah Saudi Arabia","Udhailiyah","locality","Saudi Arabia","SA","Eastern Province","Al Ahsa","","36527",""
2766396781,68223887,"2018-08-01 00:03:27","49.217.xxx.xxx",33221,12659,22,"Taoyuan","Taiwan","TW",25.0764,121.2239,"WiFly","Taiwan","TW","Taoyuan City","TAO","Zhongli District",24.968,121.218,7.47056,12,12,"Taiwan Fixed Network","1","台湾大哥大","TW","466","97","iPhone5","10.3.3",1,"320, Taiwan, 桃園市中壢區興和里","興和里","administrative_area_level_4","Taiwan","TW","Taoyuan City","Zhongli District","興和里","320",""
2766396786,128012976,"2018-08-01 00:03:28","106.219.xxx.xxx",1669,4217,36,"Faridabad","India","IN",28.4211,77.3078,"IAXN Digital","India","IN","Uttar Pradesh","UP","Agra",27.204,77.955,92.996,12,12,"BHARTI Airtel","1","AirTel","IN","404","97","iPhone10,3","11.4.1",1,"Agra, Uttar Pradesh, India","Agra","locality","India","IN","Uttar Pradesh","Agra","","282007",""
2766396791,146530770,"2018-08-01 00:03:28","124.64.xxx.xxx",2253,4842,241,"Beijing","China","CN",39.9139,116.3917,"Beijing Unicom","China","CN","Beijing","BJ","Beijing",39.720,116.325,13.812,12,12,"China Unicom Beijing","1","中国联通","CN","460","1","iPhone10,3","11.4.1",1,"Beijing, Beijing, China","Beijing","locality","China","CN","Beijing","","","",""
2766396794,105164002,"2018-08-01 00:03:28","175.97.xxx.xxx",12537,8164,31,"Taipei","Taiwan","TW",25.0329,121.5654,"Kbro","Taiwan","TW","Keelung City","KEE","Keelung",25.134,121.739,12.9453,12,12,"Taiwan Fixed Network","1","台湾大哥大","TW","466","97","iPhone 7 Plus","11.4.1",1,"Keelung, Ren’ai District, Keelung City, Taiwan","Keelung","locality","Taiwan","TW","Taiwan Province","Keelung City","Ren’ai District","203",""
2766396796,138246318,"2018-08-01 00:03:28","5.90.xxx.xxx",44252,51326,50,"Rome","Italy","IT",41.9000,12.5000,"Vodafone Italy","Italy","IT","Lazio","62","Rome",41.808,12.484,6.34801,12,12,"Vodafone Italia","1","Vodafone IT","IT","222","10","iPhone10,6","11.4.1",1,"Rome, Italy","Rome","locality","Italy","IT","Lazio","Metropolitan City of Rome","Rome","00143",""
2766396803,147330227,"2018-08-01 00:03:29","31.4.xxx.xxx",76877,55699,26,"Madrid","Spain","ES",40.4000,-3.6833,"Orange","Spain","ES","Community of Madrid","MD","Las Rozas de Madrid",40.517,-3.889,13.5788,12,12,"Vodafone Spain","1","Carrier","ES","214","6","iPhone10,4","11.4",1,"Las Rozas, Madrid, Spain","Las Rozas","locality","Spain","ES","Community of Madrid","Madrid","Área Metropolitalitana y Corredor del Henares, Las Rozas de Madrid","28232",""
2766396808,147330262,"2018-08-01 00:03:29","223.24.xxx.xxx",11218,13521,19,"Pathum Thani","Thailand","TH",14.0500,100.4833,"AIS","Thailand","TH","Pathum Thani","13","Rangsit City Municipality",13.956,100.623,11.422,12,12,"True Internet","1","TRUE-H","TH","520","0","iPhone 6","11.4",1,"Khu Khot, Lam Luk Ka District, Pathum Thani, Thailand","Khu Khot","locality","Thailand","TH","Pathum Thani","Lam Luk Ka District","","12130",""
2766396810,147330230,"2018-08-01 00:03:29","180.217.xxx.xxx",15556,3927,27,"New Taipei","Taiwan","TW",25.0111,121.4458,"Kbro","Taiwan","TW","Taipei City","TPE","Taipei",25.038,121.454,1.97269,1,0,"Vibo Telecom","1","台灣之星","TW","466","89","iPhone 7","12.0",1,"New Taipei, Banqiao District, New Taipei City, Taiwan","New Taipei","locality","Taiwan","TW","New Taipei City","Luzhou District","","242",""
2766396814,133318155,"2018-08-01 00:03:30","174.238.xxx.xxx",3626,5250,48,"Tucson, AZ","United States","US",32.2217,-110.9264,"CenturyLink, Inc","United States","US","Arizona","AZ","Nogales",31.354,-110.965,60.0309,12,12,"VERIZON WIRELESS","1","Verizon","US","311","480","iPhone10,1","11.2.1",1,"Nogales, AZ, USA","Nogales","locality","United States","US","Arizona","Santa Cruz County","","85621",""
2766396819,100269317,"2018-08-01 00:03:30","110.54.xxx.xxx",11626,1719,63,"Quezon City","Philippines","PH",14.6300,121.0300,"Globe Telecom","Philippines","PH","Metro Manila","00","Caloocan City",14.649,120.982,3.43911,12,12,"Globe Telecom","1","Globe","PH","515","2","iPhone 7 Plus","11.4.1",2,"Caloocan, Metro Manila, Philippines","Caloocan","locality","Philippines","PH","Central Luzon","Bulacan","","",""
2766396824,147329354,"2018-08-01 00:03:30","42.106.xxx.xxx",6027,1298,43,"Ahmedabad","India","IN",23.0300,72.5800,"Vodafone India","India","IN","Gujarat","GJ","Ahmedabad",23.039,72.567,1.03452,6,6,"Vodafone India","1","Vodafone India","IN","404","5","iPhone 6","11.2.2",1,"Ahmedabad, Gujarat, India","Ahmedabad","locality","India","IN","Gujarat","Ahmedabad","","380014",""
2766396831,147278856,"2018-08-01 00:03:31","175.157.xxx.xxx",13312,2186,49,"Veravil","Sri Lanka","LK",9.3528,80.0786,"Dialog Axiata PLC","Sri Lanka","LK","Central Province","2","Kandy",7.296,80.636,147.275,5,5,"Dialog Axiata PLC.","1","Dialog","LK","413","2","iPhone5S","11.2.6",1,"Kandy, Sri Lanka","Kandy","locality","Sri Lanka","LK","Central Province","Kandy","","",""
2766396834,133580852,"2018-08-01 00:03:31","172.56.xxx.xxx",29284,1629,28,"Riverside, CA","United States","US",33.9481,-117.3961,"T-Mobile","United States","US","California","CA","Palm Springs",33.824,-116.530,50.4138,12,12,"T-MOBILE USA","1","T-Mobile","US","310","260","iPhone10,3","11.3.1",1,"Palm Springs, CA, USA","Palm Springs","locality","United States","US","California","Riverside County","","92262","2607:fb90:2171:a98x:xxxx:xxxx:xxxx:xxxx"
2766396838,138131935,"2018-08-01 00:03:31","5.110.xxx.xxx",24928,2488,39,"Jeddah","Saudi Arabia","SA",21.5000,39.1833,"Mobily","Saudi Arabia","SA","Makkah Province","02","Jeddah",21.553,39.165,3.86083,12,12,"Mobily","1","Mobily","SA","420","3","iPhone10,6","11.4.1",1,"Jeddah Saudi Arabia","Jeddah","locality","Saudi Arabia","SA","Makkah Province","","","23326",""
2766396839,106176557,"2018-08-01 00:03:32","188.170.xxx.xxx",33618,16636,36,"Saint Petersburg","Russian Federation","RU",59.9333,30.3333,"PJSC MegaFon","Russia","RU","St Petersburg","SPE","St Petersburg",59.894,30.264,3.60283,12,12,"PJSC MegaFon","1","MegaFon","RU","250","2","iPhone5S","9.2",2,"St Petersburg, Russia","Saint Petersburg","locality","Russia","RU","Saint Petersburg","gorod Sankt-Peterburg","","198099",""
2766396841,136618492,"2018-08-01 00:03:32","80.214.xxx.xxx",7060,4845,47,"Nice","FR","FR",43.7028,7.2692,"VistaWAN.com","France","FR","Provence-Alpes-Côte d'Azur","PAC","Murs",43.944,5.248,102.218,12,12,"BOUYGUES TELECOM","1","Bouygues Telecom","FR","208","20","iPhone10,6","11.4.1",1,"Murs, France","Murs","locality","France","FR","Provence-Alpes-Côte d'Azur","Vaucluse","","84220",""
2766396845,137876258,"2018-08-01 00:03:32","106.210.xxx.xxx",3333,168,33,"New Delhi","India","IN",28.6100,77.2300,"Bharti Airtel Ltd","India","IN","Delhi","DL","Janakpuri",28.608,77.103,7.70607,12,12,"BHARTI Airtel","1","AirTel","IN","404","10","iPhone 6","11.4.1",1,"Delhi, India","Delhi","locality","India","IN","Delhi","North West Delhi","","110046",""
2766396852,144050549,"2018-08-01 00:03:32","37.160.xxx.xxx",145140,28146,83,"Milan","Italy","IT",45.4640,9.1916,"Linkem SPA","Italy","IT","Lombardy","25","Milan",45.466,9.200,0.44828,12,12,"Free Mobile SAS","1","Iliad","IT","222","50","iPhone10,6","11.4.1",2,"Milan, Italy","Milan","locality","Italy","IT","Lombardy","Metropolitan City of Milan","Milan","20122",""
2766396857,120351553,"2018-08-01 00:03:33","45.33.xxx.xxx",9336,10622,351,"Karaj","Iran","IR",35.8167,50.9667,"Shabdiz Telecom Network","Iran","IR","Alborz","32","Hashtgerd",35.997,50.753,17.2973,12,12,"Linode","0","Carrier","IR","432","11","iPhone 7","11.4.1",1,"Hashtgerd New City, Alborz, Iran","Hashtgerd New City","locality","Iran","IR","Alborz","","","",""
2766396860,83780572,"2018-08-01 00:03:33","46.133.xxx.xxx",19600,2154,29,"Kiev","Ukraine","UA",50.4500,30.5233,"Vega (Farlep-Invest)","Ukraine","UA","Kyiv city","30","Kyiv",50.419,30.524,2.09188,6,6,"PrJSC VF UKRAINE","1","Carrier","UA","255","1","iPhone 6S","11.4.1",1,"Kiev, Ukraine, 02000","Kiev","locality","Ukraine","UA","Kyiv city","Kyiv City","","02000",""
2766396863,129414263,"2018-08-01 00:03:33","1.126.xxx.xxx",107729,11383,27,"Perth","Australia","AU",-31.9554,115.8585,"Optus","Australia","AU","Western Australia","WA","Perth",-31.953,115.850,0.467016,12,12,"Telstra Internet","1","Telstra","AU","505","1","iPhone10,1","11.4.1",1,"Perth WA, Australia","Perth","locality","Australia","AU","Western Australia","","","6000",""
2766396867,110219884,"2018-08-01 00:03:33","174.206.xxx.xxx",64396,11332,34,"Bossier, LA","United States","US",32.5178,-93.6914,"Suddenlink Communications LLC","United States","US","Louisiana","LA","Bossier City",32.433,-93.608,7.57033,12,12,"VERIZON WIRELESS","1","Verizon","US","311","480","iPhone 7","11.4.1",1,"12, LA, USA","12","administrative_area_level_3","United States","US","Louisiana","Bossier Parish","12","71112",""
2766396868,127778908,"2018-08-01 00:03:33","193.152.xxx.xxx",79715,10003,34,"Madrid","Spain","ES",40.4000,-3.6833,"Adamo","Spain","ES","Community of Madrid","MD","Madrid",40.416,-3.702,1.52829,12,12,"Telefonica de Espana","1","movistar","ES","214","7","iPhone5S","11.4.1",2,"Madrid, Madrid, Spain","Madrid","locality","Spain","ES","Community of Madrid","Madrid","Área Metropolitalitana y Corredor del Henares, Madrid","28012",""
2766396873,131711475,"2018-08-01 00:03:34","5.90.xxx.xxx",116075,32183,23,"Milan","Italy","IT",45.4640,9.1916,"Vodafone IT","Italy","IT","Lombardy","25","Vizzola Ticino",45.625,8.713,25.7397,12,12,"Vodafone Italia","1","Vodafone IT","IT","222","10","iPhone10,3","11.4.1",1,"Ferno, Province of Varese, Italy","Ferno","administrative_area_level_3","Italy","IT","Lombardy","Province of Varese","Ferno","21010",""
2766396875,147330234,"2018-08-01 00:03:34","37.111.xxx.xxx",3675,2719,94,"Dhaka","Bangladesh","BD",23.7000,90.3667,"Carnival Internet","Bangladesh","BD","Dhaka Division","C","Dhaka",23.729,90.411,3.45926,6,6,"GrameenPhone","0","Grameenphone","BD","470","1","iPhone 6S","11.4",2,"Dhaka 1000-1200, Bangladesh","Dhaka","locality","Bangladesh","BD","Dhaka Division","Dhaka","","1205",""
2766396877,114972129,"2018-08-01 00:03:34","5.90.xxx.xxx",19414,18654,65,"Reggio Calabria","Italy","IT",38.1113,15.6473,"Telecom Italia S.p.A.","Italy","IT","Sicily","82","Villafranca Tirrena",38.263,15.463,14.5269,12,12,"Vodafone Italia","1","Vodafone IT","IT","222","10","iPhone 6S","11.4.1",1,"Italy","Italy","country","Italy","IT","","","","",""
2766396880,111114011,"2018-08-01 00:03:34","62.74.xxx.xxx",28978,4511,36,"Athens","Greece","GR",37.9778,23.7278,"HYPERHOSTING","Greece","GR","Attica","I","Attica",37.978,23.595,7.21899,12,12,"Vodafone-panafon Hellenic Telecommunications Compa","1","vf GR","GR","202","5","iPhone 6","11.4.1",1,"Viomichaniko Parko Schistou 188 63, Greece","Viomichaniko Parko Schistou","locality","Greece","GR","Attica","Attica","Piraeus, Perama, Perama","188 63",""
